Salary (USD),Job title_Bin,Industry,Country,Race_Bin,Age,Gender_Bin,Highest level of education completed,Experience
136000.0,Management,business,USA,White,35-44,Man,College degree,11
170000.0,Management,tech,USA,Asian or Asian American,25-34,Woman,Master's degree,8
140000.0,Non-Managerial Employee,healthcare,USA,White,45-54,Man,Master's degree,11
56200.0,Non-Managerial Employee,manufacturing,USA,Asian or Asian American,25-34,Woman,College degree,8
41000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,College degree,2
98000.0,Non-Managerial Employee,business,USA,White,25-34,Man,Master's degree,8
70011.04277,Management,finance,Canada,Asian or Asian American,25-34,Woman,Master's degree,5
97000.0,Non-Managerial Employee,service,USA,White,25-34,Man,College degree,11
160000.0,Non-Managerial Employee,tech,USA,White,25-34,Other,Master's degree,5
56540.9312,Non-Managerial Employee,business,Germany,Asian or Asian American,25-34,Woman,Master's degree,2
545000.0,Management,tech,USA,White,45-54,Man,College degree,31
57000.0,Non-Managerial Employee,property,USA,White,25-34,Man,College degree,2
105000.0,Non-Managerial Employee,property,USA,Mixed Race,25-34,Woman,"Professional degree (MD, JD, etc.)",5
65000.0,Non-Managerial Employee,"tech,business",USA,Asian or Asian American,25-34,Man,College degree,0
79000.0,Management,business,USA,White,35-44,Man,Some college,8
40953.9078,Non-Managerial Employee,tech,UK,White,18-24,Man,College degree,2
38001.05004644,Non-Managerial Employee,education,Canada,White,25-34,Man,Master's degree,5
67224.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
43200.0,Non-Managerial Employee,agriculture,USA,White,25-34,Woman,Master's degree,11
40118.68743,Non-Managerial Employee,tech,Canada,White,25-34,Man,College degree,8
32100.0,Non-Managerial Employee,"tech,business",USA,White,45-54,Woman,Master's degree,11
66500.0,Non-Managerial Employee,healthcare,USA,Mixed Race,25-34,Man,College degree,5
44304.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,High School,11
40000.0,Non-Managerial Employee,property,USA,White,45-54,Man,High School,21
46238.283,Non-Managerial Employee,tech,UK,Middle Eastern or Northern African,18-24,Man,College degree,2
79500.0,Non-Managerial Employee,manufacturing,USA,White,18-24,Woman,College degree,2
71600.0,Management,property,USA,White,25-34,Man,High School,11
158600.0,Management,science,USA,White,35-44,Man,Master's degree,11
41600.0,Non-Managerial Employee,service,USA,White,25-34,Woman,High School,8
28004.417108,Non-Managerial Employee,service,Canada,White,18-24,Woman,College degree,8
104000.0,Management,finance,USA,Mixed Race,25-34,Man,College degree,5
99500.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Woman,College degree,5
16000.0,Executive,business,USA,Mixed Race,25-34,Man,Master's degree,8
85000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
57000.0,Non-Managerial Employee,entertainment,USA,Mixed Race,35-44,Woman,Master's degree,5
236000.0,Non-Managerial Employee,property,USA,White,35-44,Man,Master's degree,11
11000.0,Non-Managerial Employee,property,Pakistan,Mixed Race,35-44,Woman,College degree,8
40560.0,Non-Managerial Employee,manufacturing,USA,White,18-24,Man,High School,5
77000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,College degree,2
49.0,Non-Managerial Employee,healthcare,USA,White,55-64,Woman,High School,21
68500.0,Management,finance,USA,White,25-34,Woman,College degree,5
79500.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,Master's degree,2
59000.0,Management,manufacturing,USA,"Hispanic, Latino, or Spanish origin",18-24,Man,College degree,8
83000.0,Management,finance,USA,White,25-34,Man,College degree,5
81000.0,Non-Managerial Employee,tech,USA,White,35-44,Man,Some college,21
50960.0,Non-Managerial Employee,healthcare,USA,White,25-34,Man,Master's degree,0
128000.0,Non-Managerial Employee,tech,USA,White,55-64,Man,Some college,31
36185.48278,Non-Managerial Employee,nonprofit,Canada,"Hispanic, Latino, or Spanish origin",25-34,Woman,College degree,2
77000.0,Non-Managerial Employee,tech,USA,White,18-24,Man,College degree,2
99000.0,Management,tech,USA,White,25-34,Man,College degree,11
24000.0,Non-Managerial Employee,education,USA,White,18-24,Woman,College degree,0
86530.50230000001,Non-Managerial Employee,education,Canada,White,35-44,Man,PhD,5
45600.0,Non-Managerial Employee,business,USA,Asian or Asian American,25-34,Woman,College degree,2
80000.0,Management,property,USA,White,25-34,Man,Some college,8
117000.0,Management,government,USA,White,25-34,Man,Master's degree,11
91000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,College degree,2
44700.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,High School,2
65100.0,Management,manufacturing,USA,White,18-24,Man,College degree,5
110129.7302,Management,tech,Canada,White,25-34,Man,College degree,8
65500.0,Non-Managerial Employee,business,USA,Asian or Asian American,25-34,Woman,Master's degree,5
127000.0,Non-Managerial Employee,property,USA,"Hispanic, Latino, or Spanish origin",25-34,Man,Master's degree,8
156000.0,Non-Managerial Employee,business,USA,White,25-34,Man,College degree,11
185000.0,Non-Managerial Employee,business,USA,White,35-44,Man,College degree,11
64600.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,Some college,5
33150.0,Non-Managerial Employee,healthcare,USA,Asian or Asian American,18-24,Woman,College degree,2
117996.1395,Non-Managerial Employee,property,Canada,White,35-44,Man,College degree,21
60000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,5
53000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Some college,5
117000.0,Management,manufacturing,USA,White,25-34,Man,Master's degree,5
68500.0,Non-Managerial Employee,science,USA,Mixed Race,25-34,Man,College degree,2
63720.0,Management,business,USA,White,35-44,Man,High School,8
73648.0,Non-Managerial Employee,government,USA,White,25-34,Man,College degree,2
116236.0,Management,finance,USA,"Hispanic, Latino, or Spanish origin",35-44,Man,College degree,11
50000.0,Non-Managerial Employee,business,USA,White,18-24,Woman,College degree,2
115000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,8
135000.0,Non-Managerial Employee,tech,USA,White,35-44,Man,Master's degree,11
70797.68370000001,Non-Managerial Employee,education,Canada,Mixed Race,35-44,Other,College degree,11
37758.76464,Non-Managerial Employee,nonprofit,Canada,White,25-34,Woman,College degree,2
31000.0,Management,finance,USA,White,25-34,Woman,College degree,8
56000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,0
26325.0,Non-Managerial Employee,law enforcement and military,USA,Mixed Race,18-24,Other,Some college,2
38673.9969408,Non-Managerial Employee,education,Germany,White,25-34,Woman,College degree,2
41600.0,Non-Managerial Employee,healthcare,USA,White,25-34,Man,College degree,5
130000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Master's degree,2
130000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,PhD,8
89000.0,Non-Managerial Employee,finance,USA,White,35-44,Man,Master's degree,5
39000.0,Management,business,USA,White,35-44,Woman,College degree,5
29280.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Man,College degree,2
130000.0,Non-Managerial Employee,business,USA,White,25-34,Man,Master's degree,5
67400.0,Non-Managerial Employee,business,USA,White,18-24,Man,College degree,2
78664.09300000001,Non-Managerial Employee,tech,Canada,White,18-24,Woman,College degree,2
120000.0,Management,tech,USA,White,25-34,Man,College degree,5
60571.35161,Management,manufacturing,Canada,White,25-34,Man,Master's degree,8
56375.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,11
66326.8616,Non-Managerial Employee,business,Ireland,Mixed Race,35-44,Man,College degree,21
80000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,5
60500.0,Non-Managerial Employee,finance,USA,White,18-24,Man,College degree,0
87500.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Master's degree,2
52000.0,Management,nonprofit,USA,White,35-44,Woman,College degree,11
975000.0,Non-Managerial Employee,nonprofit,USA,White,45-54,Man,"Professional degree (MD, JD, etc.)",21
60000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,8
35415.554240000005,Non-Managerial Employee,business,Sweden,Asian or Asian American,25-34,Woman,Some college,2
172500.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,5
78700.0,Non-Managerial Employee,education,USA,"Hispanic, Latino, or Spanish origin",55-64,Woman,Master's degree,21
40560.0,Non-Managerial Employee,education,USA,White,35-44,Other,Some college,11
84000.0,Non-Managerial Employee,manufacturing,USA,White,18-24,Man,Master's degree,2
62400.0,Non-Managerial Employee,property,USA,Mixed Race,25-34,Man,College degree,2
78664.09300000001,Non-Managerial Employee,manufacturing,Canada,White,25-34,Man,College degree,2
144000.0,Non-Managerial Employee,education,USA,"Hispanic, Latino, or Spanish origin",45-54,Woman,PhD,21
31749.90752,Non-Managerial Employee,service,Austria,White,25-34,Man,College degree,5
87000.0,Non-Managerial Employee,manufacturing,USA,Mixed Race,25-34,Man,College degree,2
70600.63399999999,Non-Managerial Employee,"tech,business",Switzerland,White,25-34,Man,Some college,8
58000.0,Management,business,USA,White,25-34,Man,College degree,11
80000.0,Non-Managerial Employee,finance,USA,White,25-34,Man,College degree,5
87529.7108,Management,agriculture,Belgium,White,35-44,Man,College degree,11
48000.0,Non-Managerial Employee,agriculture,USA,White,25-34,Woman,College degree,8
60000.0,Non-Managerial Employee,environment,USA,Middle Eastern or Northern African,25-34,Man,College degree,2
130000.0,Management,business,USA,"Hispanic, Latino, or Spanish origin",45-54,Man,Some college,21
178000.0,Non-Managerial Employee,tech,USA,White,55-64,Man,College degree,11
95000.0,Management,government,USA,White,35-44,Man,Master's degree,11
310000.0,Director,finance,USA,White,25-34,Man,Master's degree,5
83500.0,Management,healthcare,USA,White,35-44,Woman,College degree,11
69000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,8
45625.17394,Management,service,Canada,Mixed Race,35-44,Woman,High School,8
72213.637374,Non-Managerial Employee,"tech,business",Canada,Asian or Asian American,35-44,Woman,College degree,8
92670.0,Non-Managerial Employee,business,USA,Black or African American,25-34,Woman,Master's degree,8
125000.0,Management,government,USA,"Hispanic, Latino, or Spanish origin",35-44,Man,College degree,21
44000.0,Non-Managerial Employee,business,USA,White,25-34,Man,College degree,8
40000.0,Non-Managerial Employee,healthcare,USA,Asian or Asian American,25-34,Woman,College degree,2
63000.0,Management,manufacturing,USA,Mixed Race,25-34,Man,Some college,5
68696.8776,Non-Managerial Employee,manufacturing,UK,White,35-44,Man,College degree,8
49924.0,Non-Managerial Employee,property,USA,"Hispanic, Latino, or Spanish origin",45-54,Woman,Master's degree,11
157000.0,Non-Managerial Employee,business,USA,White,45-54,Man,Some college,21
45318.0,Non-Managerial Employee,service,USA,"Hispanic, Latino, or Spanish origin",25-34,Man,High School,5
75000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,Master's degree,11
55000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Man,College degree,8
126000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,Master's degree,8
138000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,11
58320.0,Non-Managerial Employee,healthcare,USA,White,25-34,Man,College degree,11
69753.0,Management,property,USA,White,18-24,Man,College degree,0
388500.0,Non-Managerial Employee,finance,USA,White,25-34,Man,"Professional degree (MD, JD, etc.)",11
170500.0,Non-Managerial Employee,manufacturing,USA,Asian or Asian American,25-34,Man,PhD,2
103000.0,Non-Managerial Employee,government,USA,White,25-34,Man,College degree,5
65239.536,Management,business,Germany,White,25-34,Man,Master's degree,2
29064.0636,Non-Managerial Employee,science,UK,White,18-24,Woman,Master's degree,2
69600.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Other,College degree,2
38056.396,Non-Managerial Employee,manufacturing,Ireland,White,55-64,Man,Master's degree,31
83000.0,Non-Managerial Employee,government,USA,Mixed Race,35-44,Man,Master's degree,11
27000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,College degree,11
75000.0,Management,property,USA,White,25-34,Man,College degree,5
38311.7202,Non-Managerial Employee,education,UK,White,35-44,Woman,Master's degree,11
43493.024,Non-Managerial Employee,tech,Germany,White,25-34,Man,College degree,2
132000.0,Non-Managerial Employee,business,USA,White,45-54,Woman,Some college,21
68000.0,Non-Managerial Employee,business,USA,White,25-34,Man,College degree,8
48000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,Some college,11
56600.0,Non-Managerial Employee,healthcare,USA,White,25-34,Man,College degree,11
92000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Man,College degree,2
132250.0,Management,tech,USA,White,25-34,Woman,Master's degree,11
106000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Woman,College degree,8
68640.0,Non-Managerial Employee,healthcare,USA,Black or African American,35-44,Woman,College degree,8
74000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,2
70000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Man,Master's degree,8
191558.60100000002,Director,manufacturing,UK,Asian or Asian American,25-34,Man,Master's degree,8
85000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,Master's degree,5
80300.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,11
70000.0,Non-Managerial Employee,property,USA,White,25-34,Woman,College degree,11
48771.73766,Management,finance,Canada,White,25-34,Man,College degree,2
79000.0,Non-Managerial Employee,science,USA,White,25-34,Woman,Master's degree,2
68000.0,Non-Managerial Employee,healthcare,USA,Asian or Asian American,18-24,Man,College degree,2
68300.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,11
59200.0,Non-Managerial Employee,manufacturing,USA,Asian or Asian American,18-24,Woman,Some college,2
80000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Some college,8
85700.0,Non-Managerial Employee,property,USA,White,35-44,Man,College degree,11
110000.0,Management,government,USA,"Hispanic, Latino, or Spanish origin",25-34,Other,College degree,8
380000.0,Non-Managerial Employee,business,USA,White,35-44,Man,College degree,11
128750.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,College degree,11
87000.0,Non-Managerial Employee,nonprofit,USA,White,35-44,Woman,College degree,11
244000.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",45-54,Woman,Some college,21
50201.5644,Management,government,UK,White,25-34,Woman,College degree,5
62000.0,Management,manufacturing,USA,White,18-24,Woman,College degree,2
68000.0,Non-Managerial Employee,business,USA,Asian or Asian American,25-34,Man,Master's degree,2
50000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,35-44,Man,Some college,5
79500.0,Non-Managerial Employee,tech,USA,White,18-24,Man,College degree,2
29000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,8
45000.0,Non-Managerial Employee,nonprofit,USA,White,18-24,Woman,College degree,0
125000.0,Non-Managerial Employee,service,USA,White,25-34,Woman,College degree,8
130000.0,Management,tech,USA,"Hispanic, Latino, or Spanish origin",35-44,Woman,College degree,8
45000.0,Non-Managerial Employee,business,USA,Black or African American,25-34,Man,Some college,8
48000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,Some college,11
30160.0,Management,service,USA,White,25-34,Man,Some college,2
41000.0,Non-Managerial Employee,law enforcement and military,USA,White,25-34,Man,Some college,11
43265.251150000004,Non-Managerial Employee,business,Canada,White,25-34,Man,College degree,2
157328.18600000002,Non-Managerial Employee,manufacturing,Canada,Mixed Race,45-54,Other,PhD,21
332000.0,Management,finance,USA,White,25-34,Man,College degree,8
36969.488899200005,Non-Managerial Employee,business,UK,White,25-34,Woman,College degree,5
83228.9094,Non-Managerial Employee,service,UK,White,25-34,Other,Master's degree,5
72000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,2
90000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Woman,College degree,2
62931.2744,Non-Managerial Employee,service,Canada,White,35-44,Woman,High School,11
95000.0,Non-Managerial Employee,property,USA,White,35-44,Man,College degree,8
104000.0,Non-Managerial Employee,education,USA,White,25-34,Man,Master's degree,8
95000.0,Management,tech,USA,White,25-34,Woman,Master's degree,5
70000.0,Non-Managerial Employee,property,USA,White,35-44,Man,College degree,21
92000.0,Director,healthcare,USA,White,25-34,Man,Master's degree,5
34280.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Some college,5
35000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,5
205000.0,Executive,finance,USA,White,55-64,Man,Master's degree,31
79000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,PhD,11
97500.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,2
75517.52928,Non-Managerial Employee,tech,Canada,White,25-34,Other,Master's degree,2
117000.0,Non-Managerial Employee,finance,USA,White,35-44,Man,Master's degree,11
24440.2353,Non-Managerial Employee,business,UK,White,18-24,Woman,Some college,0
98000.0,Management,healthcare,USA,White,25-34,Woman,College degree,5
160000.0,Non-Managerial Employee,business,USA,White,25-34,Man,Some college,5
17397.2096,Non-Managerial Employee,education,Italy,White,25-34,Man,Master's degree,0
150000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,35-44,Man,College degree,11
135000.0,Management,science,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,College degree,5
65100.0,Non-Managerial Employee,business,USA,White,25-34,Man,Master's degree,8
52000.0,Non-Managerial Employee,education,USA,White,25-34,Man,Master's degree,5
56000.0,Management,manufacturing,USA,White,18-24,Man,College degree,0
41600.0,Non-Managerial Employee,business,USA,White,25-34,Other,Some college,11
35881.7448,Management,business,France,White,25-34,Other,Master's degree,2
83240.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,College degree,11
86530.50230000001,Management,manufacturing,Canada,White,25-34,Man,College degree,11
92000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,5
75000.0,Non-Managerial Employee,tech,USA,White,45-54,Man,Some college,31
64334.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,8
29948.0,Non-Managerial Employee,service,USA,White,18-24,Woman,Some college,2
120000.0,Management,finance,USA,Mixed Race,25-34,Man,College degree,2
61751.313005,Non-Managerial Employee,law enforcement and military,Canada,White,35-44,Man,High School,21
121000.0,Management,tech,USA,White,45-54,Man,High School,31
75000.0,Management,nonprofit,USA,White,25-34,Woman,College degree,5
67000.0,Non-Managerial Employee,nonprofit,USA,Asian or Asian American,25-34,Woman,College degree,2
121000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Other,College degree,8
55000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
113000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,Master's degree,8
69940.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,High School,8
126200.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,College degree,21
43355.0,Non-Managerial Employee,property,USA,White,25-34,Man,College degree,11
71500.0,Non-Managerial Employee,property,USA,White,25-34,Man,Some college,5
34000.0,Non-Managerial Employee,education,USA,White,55-64,Woman,College degree,11
80000.0,Non-Managerial Employee,transportation,USA,White,25-34,Man,College degree,8
38480.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",35-44,Man,High School,8
114000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,Some college,11
218200.0,Non-Managerial Employee,healthcare,USA,Asian or Asian American,25-34,Woman,"Professional degree (MD, JD, etc.)",11
79000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,College degree,11
114916.9814,Management,manufacturing,Australia,White,35-44,Man,College degree,11
77283.98730000001,Non-Managerial Employee,tech,UK,White,25-34,Man,High School,5
57000.0,Non-Managerial Employee,tech,USA,Mixed Race,25-34,Woman,College degree,2
84957.22044,Management,finance,Canada,White,25-34,Woman,Master's degree,8
31200.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Some college,11
42145.0,Non-Managerial Employee,finance,USA,Mixed Race,18-24,Man,Some college,2
150000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,High School,21
44800.0,Non-Managerial Employee,healthcare,USA,White,18-24,Woman,High School,8
69500.0,Non-Managerial Employee,tech,USA,Mixed Race,25-34,Woman,College degree,2
82000.0,Non-Managerial Employee,business,USA,Asian or Asian American,18-24,Man,College degree,2
62091.4086,Management,tech,UK,White,25-34,Woman,College degree,5
133000.0,Director,education,USA,Asian or Asian American,35-44,Man,Master's degree,11
46000.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Woman,Master's degree,8
133000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,Master's degree,8
300000.0,Non-Managerial Employee,business,USA,White,35-44,Man,Some college,8
80500.0,Management,manufacturing,USA,White,35-44,Man,College degree,11
109000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
22000.0,Non-Managerial Employee,service,USA,"Hispanic, Latino, or Spanish origin",18-24,Woman,College degree,2
35000.0,Non-Managerial Employee,healthcare,USA,Mixed Race,18-24,Woman,Some college,8
139000.0,Management,manufacturing,USA,White,35-44,Man,Master's degree,11
42000.0,Non-Managerial Employee,property,USA,White,18-24,Woman,High School,5
67000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,High School,11
35000.0,Non-Managerial Employee,property,USA,White,25-34,Man,High School,0
62931.2744,Non-Managerial Employee,business,Canada,Mixed Race,35-44,Woman,College degree,11
35360.0,Management,service,USA,Mixed Race,18-24,Man,Some college,2
102000.0,Non-Managerial Employee,tech,USA,Black or African American,25-34,Woman,College degree,5
30000.0,Non-Managerial Employee,service,USA,White,18-24,Woman,High School,5
44000.0,Management,service,USA,White,25-34,Man,High School,11
40905.32836,Non-Managerial Employee,business,Canada,White,25-34,Man,Some college,11
58240.0,Management,business,USA,White,25-34,Woman,Some college,5
24000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Some college,8
71000.0,Non-Managerial Employee,business,USA,White,18-24,Woman,College degree,2
39520.0,Non-Managerial Employee,manufacturing,USA,Mixed Race,18-24,Other,Some college,2
29000.0,Non-Managerial Employee,entertainment,USA,Asian or Asian American,18-24,Man,College degree,2
33150.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,College degree,8
93500.0,Non-Managerial Employee,manufacturing,USA,Black or African American,18-24,Man,College degree,2
217980.477,Non-Managerial Employee,service,UK,Mixed Race,35-44,Man,"Professional degree (MD, JD, etc.)",11
210000.0,Executive,tech,USA,White,25-34,Man,College degree,11
83000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Woman,Master's degree,5
37440.0,Non-Managerial Employee,service,USA,"Hispanic, Latino, or Spanish origin",25-34,Man,Some college,8
239000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Woman,College degree,5
84600.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,Master's degree,11
80000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,Master's degree,21
36000.0,Non-Managerial Employee,property,USA,White,25-34,Man,Some college,5
97882.0,Management,healthcare,USA,Mixed Race,25-34,Woman,College degree,11
100000.0,Management,finance,USA,Mixed Race,35-44,Woman,Master's degree,11
41370.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Some college,5
36840.0,Non-Managerial Employee,service,USA,White,25-34,Woman,College degree,5
66000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,Master's degree,8
43000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,2
82000.0,Management,healthcare,USA,White,25-34,Woman,College degree,8
54000.0,Non-Managerial Employee,science,USA,White,25-34,Man,PhD,8
121000.0,Non-Managerial Employee,tech,USA,White,45-54,Man,Master's degree,11
84000.0,Management,healthcare,USA,White,25-34,Woman,Master's degree,2
138000.0,Management,tech,USA,White,25-34,Man,College degree,8
70000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,5
45000.0,Non-Managerial Employee,business,USA,"Hispanic, Latino, or Spanish origin",18-24,Man,College degree,2
73000.0,Non-Managerial Employee,finance,USA,Middle Eastern or Northern African,25-34,Man,College degree,2
116000.0,Management,law enforcement and military,USA,White,45-54,Man,Some college,11
75000.0,Non-Managerial Employee,healthcare,USA,Mixed Race,25-34,Other,College degree,5
65000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,8
69800.0,Management,property,USA,White,25-34,Woman,College degree,8
200000.0,Non-Managerial Employee,tech,USA,White,18-24,Woman,College degree,2
90000.0,Non-Managerial Employee,business,USA,White,45-54,Man,High School,8
42000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Man,College degree,2
132000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Man,"Professional degree (MD, JD, etc.)",2
107000.0,Non-Managerial Employee,finance,USA,White,25-34,Man,Master's degree,8
31200.0,Non-Managerial Employee,service,USA,White,55-64,Woman,College degree,41
32200.0,Non-Managerial Employee,agriculture,USA,White,25-34,Woman,College degree,8
110000.0,Non-Managerial Employee,business,USA,White,25-34,Man,High School,11
71500.0,Non-Managerial Employee,business,USA,Mixed Race,25-34,Man,College degree,2
410000.0,Management,business,USA,White,25-34,Woman,College degree,8
43000.0,Non-Managerial Employee,business,USA,Mixed Race,18-24,Man,College degree,2
168000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,8
18820.0,Non-Managerial Employee,service,USA,"Hispanic, Latino, or Spanish origin",18-24,Man,College degree,0
185000.0,Non-Managerial Employee,tech,USA,Mixed Race,45-54,Man,Master's degree,21
31200.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,High School,21
134640.0,Non-Managerial Employee,environment,USA,Asian or Asian American,35-44,Woman,College degree,21
83000.0,Non-Managerial Employee,government,USA,White,45-54,Woman,Master's degree,11
160000.0,Management,manufacturing,USA,White,35-44,Man,Master's degree,11
64897.876725,Non-Managerial Employee,manufacturing,Canada,"Hispanic, Latino, or Spanish origin",25-34,Man,Master's degree,5
70000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,Some college,8
71000.0,Non-Managerial Employee,business,USA,Middle Eastern or Northern African,25-34,Man,College degree,5
90000.0,Director,healthcare,USA,White,55-64,Woman,College degree,21
45000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,College degree,11
250000.0,Management,tech,USA,White,25-34,Man,Master's degree,5
125000.0,Management,finance,USA,White,45-54,Man,Master's degree,11
120000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,College degree,5
157000.0,Non-Managerial Employee,property,USA,White,25-34,Man,College degree,5
120000.0,Management,business,Denmark,White,25-34,Man,Master's degree,5
205000.0,Non-Managerial Employee,tech,USA,White,35-44,Man,Some college,11
158531.25600000002,Management,business,UK,Mixed Race,25-34,Man,College degree,5
140000.0,Non-Managerial Employee,business,USA,White,35-44,Man,PhD,11
44000.0,Director,government,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,Some college,8
60770.31480000001,Management,business,UK,White,25-34,Woman,College degree,8
115500.0,Management,tech,USA,White,25-34,Woman,College degree,11
57424.78789,Non-Managerial Employee,property,Canada,White,25-34,Man,College degree,5
128000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,8
38000.0,Non-Managerial Employee,service,USA,"Hispanic, Latino, or Spanish origin",18-24,Other,College degree,2
63500.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,2
56000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,2
206000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Man,College degree,8
76500.0,Management,business,USA,"Hispanic, Latino, or Spanish origin",18-24,Woman,College degree,2
115000.0,Director,nonprofit,USA,Mixed Race,35-44,Woman,Master's degree,11
150000.0,Non-Managerial Employee,entertainment,USA,White,45-54,Woman,"Professional degree (MD, JD, etc.)",21
141595.36740000002,Management,business,Canada,White,18-24,Man,Some college,2
96000.0,Non-Managerial Employee,manufacturing,USA,Mixed Race,25-34,Man,Master's degree,2
